Filename,Component,Volume,Centerline Length
colon_0490-prone.mha,1,1778462.0,17711
colon_0564-prone.mha,1,2506959.0,44328
colon_0458-prone.mha,1,2729124.0,11388
colon_0113-prone.mha,1,3372017.0,49999
colon_0771-prone.mha,1,2732537.0,6941
colon_0319-prone.mha,1,1427952.0,15415
colon_0402-prone.mha,1,1861559.0,19733
colon_0018-supine.mha,1,1593343.0,2952
colon_0059-supine.mha,1,153.0,60
colon_0059-supine.mha,2,1234812.0,9709
colon_0388-supine.mha,1,2005510.0,4688
colon_0789-supine.mha,1,1967850.0,7775
colon_0488-prone.mha,1,1961369.0,14906
colon_0207-supine.mha,1,1378679.0,44024
colon_0208-prone.mha,1,1343012.0,87540
colon_0112-supine.mha,1,1986608.0,51651
colon_0410-supine.mha,1,2796517.0,69027
colon_0728-supine.mha,1,3270971.0,54539
colon_0404-prone.mha,1,1659321.0,25958
colon_0092-supine.mha,1,1747855.0,45417
colon_0427-supine.mha,1,2026718.0,105496
colon_0147-supine.mha,1,1787209.0,23507
colon_0712-prone.mha,1,1343088.0,12704
colon_0712-prone.mha,2,266.0,21
colon_0511-supine.mha,1,1442271.0,16370
colon_0571-prone.mha,1,2838124.0,139033
colon_0037-supine.mha,1,1289017.0,168590
colon_0037-supine.mha,2,140.0,1
colon_0037-supine.mha,3,113.0,4
colon_0815-prone.mha,1,3017602.0,22796
colon_0286-supine.mha,1,2482462.0,139972
colon_0007-prone.mha,1,1688804.0,6499
colon_0669-prone.mha,1,1931974.0,28526
colon_0729-supine.mha,1,2366376.0,107531
colon_0400-prone.mha,1,2720480.0,24303
colon_0125-prone.mha,1,1781003.0,62015
colon_0718-prone.mha,1,2660488.0,101996
colon_0031-prone.mha,1,2000319.0,6833
colon_0587-prone.mha,1,1233650.0,4733
colon_0627-prone.mha,1,2302163.0,11640
colon_0026-prone.mha,1,1363366.0,6940
colon_0200-supine.mha,1,1593839.0,9583
colon_0304-supine.mha,1,1371847.0,10839
colon_0305-prone.mha,1,1605363.0,81661
colon_0580-supine.mha,1,2114664.0,63582
colon_0031-supine.mha,1,2282914.0,5400
colon_0601-prone.mha,1,556404.0,66700
colon_0601-prone.mha,2,1836670.0,82526
colon_0589-supine.mha,1,1452772.0,4812
colon_0016-supine.mha,1,1661747.0,61426
colon_0017-supine.mha,1,1262754.0,13281
colon_0017-supine.mha,2,128.0,1
colon_0631-prone.mha,1,1887184.0,56742
colon_0438-prone.mha,1,2250318.0,6137
colon_0651-supine.mha,1,1168023.0,8014
colon_0526-supine.mha,1,1828146.0,45417
